ID,DSO,mean,std,count,mean_rage,std_rage,count_rage,mean_ang,std_ang,count_ang
4,3.0,2.5162015288398023,0.8956581552884559,3,3.4185255515733046,0.1573399235730712,3,3.2000686951194943,0.43713532549630213,3
4,4.0,2.249917730962815,0.6793235116424217,5,3.8273580392026814,0.29001489163250194,5,3.7218972695033985,0.2854324835111729,5
4,5.0,2.594082149961296,1.184946433209988,5,3.7553518416155214,0.37796369661434065,5,3.5412516333205404,0.3055155002352723,5
4,6.0,2.7996873215050795,1.162192687319971,7,3.8616457259234815,0.43069432075992053,7,3.61046133668766,0.3510832044218211,7
4,7.0,2.5270568398107867,0.8186020074420641,13,3.5456130799394274,0.3068309225817873,12,3.353419770687536,0.3016838650504171,12
4,8.0,2.984589547440896,1.139667937599831,12,3.719863466893044,0.6501156878251237,11,3.333613897226823,0.39388016411953775,11
4,9.0,2.550913473526354,0.9589776636108391,17,3.5621035898935167,0.49067310047264806,13,3.434289182107842,0.4251941981875033,13
4,10.0,2.8544315219062555,0.7482953024932505,23,3.6626032800990522,0.5557200820315682,19,3.515235528757609,0.34724387488351455,19
4,11.0,2.4241510236541264,0.8514066187439684,17,3.692957200500396,0.5598966802471049,17,3.4502544590605124,0.48177768659393033,17
4,12.0,2.092662112074784,0.6771653242227129,17,3.5637330396088,0.39576894674642205,16,3.440368697292503,0.3219539783731701,16
4,13.0,2.2450127787820824,0.750729253556275,17,3.356902900313999,0.2542044944711208,15,3.2181359283984943,0.2855957325445641,15
4,14.0,2.2773939563352994,0.7323910622675526,16,3.5685673266829943,0.3901796290920294,13,3.4621021263602767,0.34226287811253486,13
4,15.0,2.316626076192651,0.7539245574441152,13,3.4912370095919556,0.5183782467525356,12,3.366826471649269,0.24967666901625238,12
4,16.0,1.898993363666345,0.4208168713124262,13,3.411078242533427,0.41604121851019515,10,3.385534137434287,0.3557723301712415,10
4,17.0,1.8277449596911048,0.579321029116838,8,3.5464175098432626,0.3486538128038397,8,3.5733128694069984,0.3561910849358117,8
4,18.0,1.746175493512609,0.38855953089467965,8,3.3647307416017904,0.4887253805388289,7,3.4324328130550374,0.2925467098320349,7
4,19.0,1.7494370334390412,0.3877150016348526,11,3.308476683037241,0.3351845828620011,11,3.3986720273632502,0.3470402303648356,11
4,20.0,1.8042000767823971,0.7122692130443533,9,3.1925747349451528,0.29731595603114536,9,3.3020745440578105,0.30904206052045463,9
4,22.0,1.9740078007139286,0.6375629326622149,9,3.2405296749833963,0.3497854432159908,9,3.4577647047670763,0.30380796914030594,9
4,23.0,1.6067364159582505,0.15051499783199063,4,3.3567296627202996,0.4001633893680535,2,3.3972519376591688,0.3795228330217944,2
4,24.0,1.6067364159582505,0.15051499783199063,4,3.5816112878058113,0.502916390225083,4,3.6097680230682556,0.3366897015032345,4
4,25.0,1.6453543360190337,0.25463317779834616,5,3.2323539367624705,0.32547811548048916,5,3.4074121008564555,0.2354311271783664,5
4,27.0,1.5866380277177956,0.13511167582077846,6,3.2676508728868403,0.21855480943255892,6,3.3668592888799345,0.1500209016138527,6
4,30.0,1.6318222489302487,0.17379974903075143,3,3.5010669413493436,0.084134285607839,2,3.540766667894749,0.18603354104530048,2
